"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74456","Login page test - Positive LogIn test","","Wed Aug 27 08:55:59 IST 2025","failed","Wed Aug 27 08:57:13 IST 2025","","Login an application using UI Automation","Login page test - Positive LogIn test",""
